"characters_id","characters_name","characters_images","characters_jutsu","characters_personal","characters_uniqueTraits","characters_natureType","characters_rank","characters_tools","characters_debut_novel","characters_debut_movie","characters_debut_appearsIn","characters_debut_manga","characters_debut_anime","characters_debut_game","characters_debut_ova","characters_family_incarnation-with-the-god-tree","characters_family_depowered-form","characters_family_son","characters_family_nephew","characters_family_adoptive-son","characters_family_father","characters_family_adoptive-brother","characters_family_cousin","characters_family_adoptive-father","characters_family_brother","characters_family_husband","characters_family_father","characters_family_grandniece","characters_family_grandmother","characters_family_grandfather","characters_family_mother","characters_family_granduncle","characters_family_daughter","characters_family_wife","characters_family_uncle","characters_family_granddaughter","characters_family_fiancée","characters_family_owner","characters_family_sister","characters_family_ex-husband","characters_family_younger-cousin","characters_family_uncle","characters_family_adoptive-cousin","characters_family_grandson","characters_family_younger-brother","characters_family_creator","characters_family_sibling","characters_family_unknown-kinship","characters_family_genetic-source","characters_family_creator/father","characters_family_original-form","characters_family_adoptive-daughter","characters_family_grandnephew","characters_family_adoptive-mother","characters_family_adoptive-sister","characters_family_fiancé","characters_family_lover","characters_family_twin-brother","characters_family_older-brother","characters_family_mother","characters_family_niece","characters_family_adoptive-nephew","characters_family_wife","characters_family_adoptive-grandson","characters_family_first-cousin-once-removed","characters_family_stepfather","characters_family_granddaughter","characters_family_grandson","characters_family_great-great-granddaughter","characters_family_great-great-grandson","characters_family_creation","characters_family_grandmother","characters_family_oldest-brother","characters_family_host","characters_family_clone","characters_family_godson","characters_family_son","characters_family_brother","characters_family_step-son","characters_family_pet","characters_family_genetic-template","characters_family_daughter","characters_family_adoptive-grandfather","characters_family_adoptive-aunt","characters_family_great-great-grandfather","characters_family_great-great-grandfather","characters_family_genetic-template/parent","characters_family_clone/brother","characters_family_altered-clone","characters_family_pet","characters_family_younger-brother","characters_family_unknown-kinship","characters_family_granduncle","characters_family_great-grandfather","characters_family_creation/clone","characters_family_creation","characters_family_clone/son","characters_family_grandfather","characters_family_creations","characters_family_vessel","characters_family_lover","characters_family_foster-son","characters_family_foster-father","characters_family_youngest-brother","characters_family_creation/clone-daughter","characters_family_spouse","characters_family_great-granddaughter","characters_family_great-grandson","characters_family_younger-relative","characters_family_adoptive-grandmother","characters_family_adoptive-granduncle","characters_family_adoptive-uncle","characters_family_distant-relative","characters_family_ex-wife","characters_family_descendant","characters_family_ancestor","characters_family_adoptive-nephews","characters_family_aunt","characters_family_godfather","characters_family_genetic-donor","characters_family_chakra-donor","characters_family_adoptive-sons","characters_family_adoptive-grandsons","characters_family_great-nephew","characters_family_adoptive-great-nephew","characters_voiceActors_japanese","characters_voiceActors_english","currentPage","pageSize","totalCharacters"
1140,"Stone Carver","https://static.wikia.nocookie.net/naruto/images/a/a3/Stone_carver.png","","Male; Stone Carver; Konohagakure","Male; Stone Carver; Konohagakure","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Naomi Kusumi","Kyle Hebert",1,1431,1431
1141,"Stone Carver's Assistant","https://static.wikia.nocookie.net/naruto/images/d/de/Stone_carver_assistant.png","","Male; Stone Carver's assistant; Konohagakure","Male; Stone Carver's assistant; Konohagakure","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mitsuhiro Ichiki","Stephanie Sheh",1,1431,1431
1142,"Suguro","https://static.wikia.nocookie.net/naruto/images/7/70/Suguro_mugshot.png","Bunmawashi","Male; Thief; Jako's Gang","Male; Thief; Jako's Gang","","","",NA,NA,"Anime",NA,"Naruto Shippūden Episode #194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hidenori Takahashi","Vic Mignogna",1,1431,1431
1143,"Suien","https://static.wikia.nocookie.net/naruto/images/6/65/Suien.png","Echo Technique (Novel only); Labyrinth Barrier (Novel only); Summoning Technique (Konenmaru, Rainenmaru) (Novel only); Takigakure Style: Watercutting Sword; Water Clone Technique (Novel only); Water Release: Transform-at-Will (Novel only); Water Release: Water Armour (Novel only); Water Release: Water Formation Wall (Anime only)","Male; Deceased; Missing-nin; Shibuki's trainer  (Former); Takigakure; Team Suien","Male; Deceased; Missing-nin; Shibuki's trainer  (Former); Takigakure; Team Suien","Water Release","list(`Part I` = ""Jōnin"")","Hero Water","Naruto: Mission: Protect The Waterfall Village! (novel)",NA,"Anime, Novel",NA,NA,NA,"Mission: Protect the Waterfall Village!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Naoya Uchida","Cam Clarke",1,1431,1431
1144,"Suika","https://static.wikia.nocookie.net/naruto/images/a/a3/Suika_infobox.png","Fire Release: Crimson Earth Spider; Fire Release: Flame Whirlwind; Fire Release: Great Fireball Technique; Net-Shaped Prison; Summoning Technique (Spider)","Male; Missing-nin; Bandit; Takigakure; スイカSuika","Male; Missing-nin; Bandit; Takigakure; スイカSuika","Fire Release","list(`Part II` = ""Jōnin"")","",NA,NA,"Anime",NA,"Naruto Shippūden Episode #236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kazuki Yao","Todd Haberkorn",1,1431,1431
1145,"Fuguki Suikazan","https://static.wikia.nocookie.net/naruto/images/a/a7/Fuguki.png","Hair Needle Senbon; Sharp Hair Spear: Might (Anime only); Silent Killing","February 22; Male; list(`Part II` = ""36""); Deceased; list(`Part II` = ""249.1cm""); list(`Part II` = ""156.7kg""); O; Kirigakure; Seven Ninja Swordsmen of the Mist","February 22; Male; list(`Part II` = ""36""); Deceased; list(`Part II` = ""249.1cm""); list(`Part II` = ""156.7kg""); O; Kirigakure; Seven Ninja Swordsmen of the Mist","","list(`Part II` = ""Jōnin"")","Samehada",NA,NA,"Anime, Manga, Game","Naruto Chapter #507","Naruto Shippūden Episode #251","Naruto Shippūden: Ultimate Ninja Storm 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minoru Hirota","Christopher Corey Smith",1,1431,1431
1146,"Suiko","https://static.wikia.nocookie.net/naruto/images/d/d3/Suiko.png","","Male; Deceased; Takumi Village; Four Celestial Symbols Men","Male; Deceased; Takumi Village; Four Celestial Symbols Men","","","Flail; Infinite Armour",NA,NA,"Anime",NA,"Naruto Episode #216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Akihiko Ishizumi","Jamieson Price",1,1431,1431
1147,"Suiren","https://static.wikia.nocookie.net/naruto/images/5/5b/Suiren_Genin.png","Senbon Shower; Sensing Technique; Water Release: Hiding in Drizzle Technique","Female; list(`Part I` = ""152cm""); Sensor Type; Amegakure; Team Ajisai; スイレンSuiren","Female; list(`Part I` = ""152cm""); Sensor Type; Amegakure; Team Ajisai; スイレンSuiren","Water Release","list(`Part I` = ""Genin"", `Part II` = ""Chūnin"")","Senbon; Umbrella",NA,NA,"Anime",NA,"Naruto Shippūden Episode #395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eri Gōda","Kate Higgins",1,1431,1431
1148,"Suiren (Kiri)","https://static.wikia.nocookie.net/naruto/images/e/e4/Suiren.png","","Female; Deceased; Kirigakure; Team Ganryū; スイレンSuiren","Female; Deceased; Kirigakure; Team Ganryū; スイレンSuiren","","","",NA,NA,"Anime",NA,"Naruto Shippūden Episode #242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yukari Oribe","Kate Higgins",1,1431,1431
1149,"Suiu","https://static.wikia.nocookie.net/naruto/images/a/a4/Suiu.png","Grudge Rain","Male; Amegakure","Male; Amegakure","Water Release","list(`Part I` = ""Genin"")","",NA,NA,"Anime",NA,"Naruto Shippūden Episode #170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yukitoshi Tokumoto","Liam O'Brien",1,1431,1431
1150,"Sukeza","https://static.wikia.nocookie.net/naruto/images/f/fe/Sukeza2.png","","Male; Miner","Male; Miner","","","",NA,NA,"Anime",NA,"Naruto Episode #152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ikuo Nishikawa","William Frederick Knight",1,1431,1431
1151,"Sukima","https://static.wikia.nocookie.net/naruto/images/b/bc/Sukima.png","","Male; list(`Part I` = ""17""); Konohagakure","Male; list(`Part I` = ""17""); Konohagakure","","list(`Part I` = ""Genin"")","",NA,NA,"Anime, Manga, Game","Naruto Chapter #41","Naruto Episode #24","Naruto Mobile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yukimasa Obi","Steve Staley",1,1431,1431
1152,"Sukui","https://static.wikia.nocookie.net/naruto/images/9/9b/Sukui.png","","Female; list(`Part II` = ""160.5cm""); Medical-nin; c(""Konohagakure"", ""Allied Shinobi Forces""); Logistical Support and Medical Division","Female; list(`Part II` = ""160.5cm""); Medical-nin; c(""Konohagakure"", ""Allied Shinobi Forces""); Logistical Support and Medical Division","","","Scalpel",NA,NA,"Anime",NA,"Naruto Shippūden Episode #307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yukari Oribe","Cristina Vee",1,1431,1431
1153,"Sukune","https://static.wikia.nocookie.net/naruto/images/2/2d/Sukune.png","","Male; Deceased; Genjutsu Tree Village","Male; Deceased; Genjutsu Tree Village","","","Chilli Pepper Bomb; Kama",NA,NA,"Anime",NA,"Naruto Shippūden Episode #187",NA,NA,NA,NA,"Tanishi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yasuhiko Nemoto","Keith Silverstein",1,1431,1431
1154,"Sumaru","https://static.wikia.nocookie.net/naruto/images/c/cf/Sumaru_newshot.png","Mysterious Peacock Method","Male; list(`Part I` = ""13""); Hoshigakure","Male; list(`Part I` = ""13""); Hoshigakure","","list(`Part I` = ""Genin"")","Crossbow",NA,NA,"Anime",NA,"Naruto Episode #178",NA,NA,NA,NA,NA,NA,NA,"Hotarubi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natsuhi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daisuke Namikawa; Tomo Shigematsu   (Child)","Matthew Yang King; Kate Higgins   (Child)",1,1431,1431
1155,"Sumashi","https://static.wikia.nocookie.net/naruto/images/2/25/Sumashi.png","Earth Release: Tearing Earth Turning Palm","Male; list(`Part I` = ""26""); Presumed Deceased; Iwagakure","Male; list(`Part I` = ""26""); Presumed Deceased; Iwagakure","Earth Release","list(`Part I` = ""Tokubetsu Jōnin"")","",NA,NA,"Anime, Manga","Naruto Chapter #244","Naruto Shippūden Episode #120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Grant George",1,1431,1431
1156,"Sumire (citizen)","https://static.wikia.nocookie.net/naruto/images/d/d6/Sumire.png","","Female; list(`Part II` = ""20""); Traveller; Land of Fire; スミレSumire","Female; list(`Part II` = ""20""); Traveller; Land of Fire; スミレSumire","","","",NA,NA,"Anime, Manga","Naruto Chapter #286","Naruto Shippūden Episode #36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
1157,"Sumure","","","Male; Land of Redaku","Male; Land of Redaku","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
1158,"Suna Assassin Captain","https://static.wikia.nocookie.net/naruto/images/f/fe/Suna_Assassin_Captain.png","Puppet Technique; Puppet Water Release: Dance of Mystic Rain","Male; Captain of Suna Assassination Squad; Sunagakure","Male; Captain of Suna Assassination Squad; Sunagakure","Water Release","","Sword; Water-Firing Puppets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryōta Takeuchi","Kirk Thornton",1,1431,1431
1159,"Suname","https://static.wikia.nocookie.net/naruto/images/b/b2/Suname.png","","Male; list(`Part II` = ""36""); Deceased; Sunagakure","Male; list(`Part II` = ""36""); Deceased; Sunagakure","","list(`Part II` = ""Chūnin"")","",NA,NA,"Anime, Manga","Naruto Chapter #248","Naruto Shippūden Episode #3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Ezra Weisz",1,1431,1431
1160,"Susuki","https://static.wikia.nocookie.net/naruto/images/5/52/Susuki.png","","Female; list(`Part I` = ""21""); Hostess; Land of Fire; ススキSusuki","Female; list(`Part I` = ""21""); Hostess; Land of Fire; ススキSusuki","","","",NA,NA,"Anime, Manga","Naruto Chapter #150","Naruto Episode #86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Mary Elizabeth McGlynn",1,1431,1431
1161,"Susuki (Land of Demons)","https://static.wikia.nocookie.net/naruto/images/e/e1/Susuki_%28Land_of_Demons%29.png","","Male; Deceased; list(`Part II` = ""175cm""); Shion's bodyguard; Land of Demons; ススキSusuki","Male; Deceased; list(`Part II` = ""175cm""); Shion's bodyguard; Land of Demons; ススキSusuki","","","","Naruto Shippūden the Movie","Naruto Shippūden the Movie","Novel, Movie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daisuke Kishio","Sam Riegal",1,1431,1431
1162,"Suzaku (minister)","https://static.wikia.nocookie.net/naruto/images/3/3b/Minister_Suzaku.png","","Male; Deceased; Minister; Land of That; スザクSuzaku","Male; Deceased; Minister; Land of That; スザクSuzaku","","","",NA,NA,"Anime",NA,"Naruto Shippūden Episode #460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryūichi Kijima","Xander Mobus",1,1431,1431
